name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence,mhi_oldrms,mhidet,hirms,emhidet,mhilim,emhidep,limflagdep,mhidep,logmgas_e16,logmgastype
rf0206,0.02,0.373346,0.03,0.01,0.06,0.07,12.39,0.12,12.14,17.15,0.05,-0.015115671,0.13,0.09,-99.0,0.16,21.7325171443,0.09,0.1,12.49,11.5,14.89,-99.0,14.38,0.570093,1.68947,-0.1,12.35,13.8,0.73,0.29,24.54,0.18,0.1,2.81742,3.59512,1.69804,1.5013,9.71,-99.0,5639.2,-99.0,0.32,-20.23,2.46717,14.0,0.3,0.04,0.03,5639.2,0.02,0.18,0.05,12.59,16.13,1,1237657070619787372,0.169646,120.816,449265704273733632,0.7819,0.29323,0.3434,0.15233,1,0,18.3824,232.872,587731512607047749,0.615,112531068510273536,0.245,449265704273733632,0.738,1237657070619787372,0.0,9.91,0.0,0.76089412,8.30500793,9.43848823659,0.760894120178,9.55,-99.0,-99.0,notineco,-99.0,4.0,L,1960470000.0,0.0893928,0.0,0.0,0.0,0.0845669,9.89351,-99.0,4.68606,0,0,0.0,ALFALFA,122530000.0,0.0,195.669,-0.00543875,1.0,0.0,-20.2572,0.0,0.0,11.4209,1,11.5519,1.0,0.0,2.0,9.9095,141.0,9.7385,0.0,0.0,0.0,0.34814,0.353313,9.73,1,?,0,?,00000,0,1000000,1.4966,1.48823,2.53594,2.23127,-20.3546,3.27061,0.294483,1.33382,0.448896,17.2979,0.2556,0.0173,0,9.895,21.7321,-0.0147,11.55,11.52,141,11.61,1,11.91,11.37,20088,2.12,11.61,0,1.97,1,10085,11.44,11.91,0,-10998,0.152280432212,-10998,1960470000.0,1960470000.0,0.00226,122530000.0,0.0,122530000.0,0.0,1960470000.0,9.43849,0.0
rf0207,0.02,0.31966,0.03,0.01,0.24,0.07,15.31,0.12,-99.0,19.38,0.05,-0.89356094,0.06,0.43,0.25,0.16,21.7380354498,0.09,-99.0,-99.0,3.69,17.67,16.4,17.27,0.506184,1.6591,0.01,-99.0,17.07,0.93,0.29,9.21,-99.0,0.02,2.5681,3.3743,1.41518,1.22866,8.49,-99.0,6000.8,-99.0,0.02,-17.48,2.46531,16.86,0.29,0.04,0.03,6000.8,0.04,-99.0,0.02,15.57,18.55,1,1237657069546045495,0.469552,9.517,1214880403194669056,0.8432,0.16466,0.29218,0.13683,1,0,11.7574,11.7574,587731511533305965,0.954032,303937505869168640,0.6009,1214880403194669056,0.6478,1237657069546045495,0.0,8.67,0.0,0.21109262,8.16927719,8.72613557907,0.211092615973,8.39,-99.0,-99.0,notineco,-99.0,-0.5,L,380196000.0,0.175676,0.0,0.0,113.403,0.0337132,8.06434,0.0287,4.34572,0,0,0.0,GBT,59800200.0,0.0,106.131,0.248596,1.0,0.0,-17.4802,0.0,0.0,10.9149,1,10.9159,1.0,0.0,1.0,8.9285,142.0,8.5005,0.0,0.0,0.0,0.917988,0.91799,8.49,0,?,0,0,00000,0,0000000,1.23476,0.9697,1.9573,1.93813,-17.8692,2.66066,0.154394,0.876928,0.247166,19.8159,0.253,0.1887,0,8.925,21.7379,-0.8937,10.9,10.85,142,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,-10998,0.65974800588,-10998,380196000.0,380196000.0,0.00093805,59800200.0,0.0,59800200.0,0.0,380196000.0,8.72614,0.0
rf0208,0.02,0.636526,0.02,0.01,0.52,0.06,14.27,0.1,14.3,21.48,0.04,-0.25660333,0.03,0.44,0.16,0.14,21.7648378983,0.07,0.52,15.19,6.95,17.17,15.42,16.52,0.914831,2.11427,-0.01,14.53,16.2,0.54,0.25,18.09,0.26,0.02,3.44646,4.20039,2.24702,1.96872,9.15,-99.0,5431.2,-99.0,0.02,-18.01,2.8682,15.97,0.26,0.03,0.06,5431.2,0.15,0.12,0.02,14.47,18.61,1,1237663783670055032,0.210998,17.7967,449265429395826688,0.5934,0.27131,0.33074,0.081396,1,0,5.2198,21.7302,588015508742013076,0.542289,112531068506079232,0.5103,449265429395826688,0.4545,1237663783670055032,0.0,9.19,0.0,0.011089027,8.4012928,7.78754029618,0.0110890270583,9.05,-99.0,-99.0,notineco,-99.0,0.0,L,88787300.0,0.0,0.0,0.0,0.0,0.0301589,0.0,0.0224,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,1.0,0.0,-18.1352,0.0,0.0,11.1519,1,11.0179,1.0,0.0,2.0,9.1375,143.0,9.1165,0.0,0.0,0.0,0.00461093,0.150179,9.11,0,0,0,0,00000,0,0000000,2.08877,2.21662,3.40899,2.83825,-18.0556,4.15847,0.623236,1.94346,0.896395,22.0697,0.2193,1.4283,0,9.185,21.7648,-0.2567,11.01,10.89,143,0.0,1,11.95,0.0,0,0.0,0.0,0,1.44,0,10086,11.18,11.95,0,0,0.0809690701209,0,88787300.0,0.0,0.000702458,0.0,88787300.0,0.0,1.0,88787300.0,8.09448,1.0
rf0209,0.02,0.613008,0.03,0.01,0.47,0.07,13.06,0.13,13.43,19.97,0.05,-1.1222613,0.04,0.35,0.47,0.17,21.77746523,0.09,0.18,14.28,7.69,16.27,14.29,15.59,0.891741,2.08604,0.01,13.77,15.22,0.89,0.31,23.96,0.19,0.03,3.40691,4.16919,2.21261,1.93388,9.53,-99.0,5203.56,-99.0,0.03,-18.93,2.84832,14.98,0.32,0.04,0.06,5392.7,0.08,0.13,0.03,13.46,17.61,1,1237663782596313170,0.72553,20.6757,449257732814432256,0.8199,0.11707,0.16821,0.044078,1,0,15.0987,86.7507,588015507668271210,0.90579,112531068388638720,0.5129,449257732814432256,0.8458,1237663782596313170,35.2448,9.61,0.0,0.051042245,8.84620857,8.15130818622,0.0510422454771,9.43,-99.0,-99.0,notineco,-99.0,-1.5,L,130790000.0,0.0,0.0,0.0,0.0,0.0328965,0.0,0.0544,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,4.0,0.168,-21.4228,13.3,225.97,12.0949,0,12.0639,1.0,0.171,6.0,10.6385,140.0,10.6155,12.49,89.4,12.16,0.0211265,0.084231,9.53,1,0,1,0,10000,0,0000000,2.01178,2.11149,3.28586,2.76324,-19.0177,4.03732,0.573559,1.84764,0.837408,21.7567,0.2738,0.7566,0,9.545,21.8295,-1.05874,12.06,12.13,140,12.61,1,12.92,11.86,20089,1.19,12.47,0,0.0,1,10084,12.1,12.81,1,-10998,0.0432817437826,-10998,130790000.0,0.0,0.00123896,0.0,130790000.0,0.0,1.0,130790000.0,8.2627,1.0
rf0210,0.02,0.50325,0.02,0.01,0.1,0.06,15.51,0.1,14.35,20.82,0.04,-0.5774092,0.04,0.23,0.27,0.14,21.8123722097,0.07,0.37,15.27,5.32,17.71,16.06,17.16,0.727911,1.8565,0.02,14.1,16.89,0.4,0.25,12.17,0.38,0.02,3.10815,3.84389,1.97955,1.75489,8.51,-99.0,5078.72,-99.0,0.03,-17.21,2.59225,16.68,0.25,0.03,0.03,5042.8,0.1,0.28,0.02,15.09,18.96,1,1237666407378255937,0.0594693,11.4474,449251410622572544,0.3529,0.21665,0.27092,0.15951,1,0,6.6139,12.5096,587731512070242373,0.404512,112531068292169728,0.3164,449251410622572544,0.1111,1237666407378255937,0.0,8.67,0.0,0.017411436,7.93960428,8.459945929,0.0174114360169,8.47,-99.0,-99.0,notineco,-99.0,-1.0,L,0.0,0.0,0.0,0.0,0.0,0.0106399,0.0,0.0103,0.0,0,0,0.0,None,0.0,0.0,0.0,0.0,3.0,0.123,-18.4527,12.13,63.22,11.1899,0,11.1009,1.0,0.148,3.0,9.3255,145.0,9.2175,12.03,61.69,11.7,0.0622141,0.106666,8.55,0,0,0,0,00000,0,0000000,1.7879,1.88689,2.99522,2.51217,-17.2791,3.71949,0.468817,1.67614,0.679564,21.7939,0.2171,0.6403,0,8.825,21.9302,-0.584264,11.09,11.4,145,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,2,0.218993021621,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5375,1.0
rf0211,0.02,0.651157,0.03,0.01,0.12,0.06,14.91,0.11,14.16,21.9,0.04,-0.86581021,0.04,0.13,0.23,0.15,21.844825296,0.08,0.67,15.11,4.94,17.63,15.78,16.93,0.941162,2.14314,-0.04,-99.0,16.58,0.49,0.27,14.69,-99.0,0.02,3.48979,4.24492,2.28781,1.99781,9.05,-99.0,5659.8,-99.0,0.02,-17.67,2.89827,16.33,0.28,0.04,0.06,5615.5,0.56,0.32,0.02,14.96,19.07,1,1237657069546045547,0.66534,9.417,449258007692339200,0.4999,0.15409,0.18782,0.13528,1,0,8.2398,241.575,587731511533371474,0.509635,112531068392833024,0.0104,449258007692339200,0.5333,1237657069546045547,0.0,9.07,0.0,0.0079626154,8.67733765,7.68237257213,0.00796261538691,9.03,-99.0,-99.0,notineco,-99.0,-1.0,E,65598500.0,0.0,0.0,0.0,0.0,0.00806099,0.0,0.0133,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,2.0,0.0,-19.4638,0.0,0.0,11.4239,0,11.3279,1.0,0.0,2.0,9.7495,146.0,9.7355,0.0,0.0,0.0,0.00399348,0.0563634,9.05,0,0,0,0,00000,0,0000000,2.11878,2.2553,3.45106,2.87032,-17.7153,4.20259,0.637856,1.97013,0.923031,0.0,0.2418,0.0,0,9.075,21.8892,-0.885452,11.32,11.44,146,0.0,1,12.94,0.0,0,0.0,0.0,0,0.92,0,10087,11.93,12.94,0,0,0.135716492245,0,65598500.0,0.0,0.000497925,0.0,65598500.0,0.0,1.0,65598500.0,7.96302,1.0
rf0212,0.02,0.68335,0.03,0.01,0.35,0.06,13.78,0.12,14.07,21.34,0.05,-0.98864157,0.03,0.19,0.2,0.16,21.8982847173,0.08,0.14,14.5,3.74,16.85,14.89,16.14,0.996527,2.21194,-0.03,13.75,15.79,0.9,0.28,12.06,0.12,0.02,3.60492,4.38347,2.38951,2.07633,9.37,-99.0,5203.56,-99.0,0.02,-18.28,2.99049,15.55,0.29,0.04,0.04,5157.9,0.17,0.17,0.02,13.97,18.34,1,1237657069546111033,0.950132,7.2399,449256358424897536,0.8847,0.19785,0.23222,0.17251,1,0,7.7829,7.7829,587731511533371497,0.914282,112531068367667200,0.7907,449256358424897536,0.8761,1237657069546111033,0.0,9.45,0.0,0.011519084,9.37590313,8.00162356799,0.0115190836221,9.33,-99.0,-99.0,notineco,-99.0,-2.5,E,71696100.0,0.0,0.0,0.0,0.0,0.016317,0.0,0.0133,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,4.0,0.168,-21.4228,13.3,225.97,12.0949,0,12.0639,1.0,0.171,6.0,10.6385,140.0,10.6155,12.49,89.4,12.16,0.00347543,0.0393874,9.37,0,0,1,0,00010,1,0000000,2.18715,2.3558,3.56513,2.96209,-18.3235,4.34007,0.669617,2.04759,0.977823,23.5709,0.248,0.756,0,9.395,21.8295,-1.05874,12.06,12.13,140,12.61,1,12.92,11.86,20089,1.19,12.47,0,0.0,1,10084,12.1,12.81,1,0,0.199393671468,0,71696100.0,0.0,0.000801755,0.0,71696100.0,0.0,1.0,71696100.0,8.00162,0.0
rf0213,0.02,0.74946,0.03,0.01,0.05,0.07,10.79,0.12,10.83,19.53,0.05,-1.1049285,0.02,0.09,0.04,0.17,21.89958391,0.09,0.02,11.76,9.69,14.43,12.16,13.67,1.08885,2.53792,-0.03,11.05,13.27,0.26,0.3,26.2,0.03,0.03,4.13222,5.04351,2.68314,2.34376,10.23,-99.0,4529.4,-99.0,0.02,-20.48,3.44921,12.99,0.3,0.04,0.05,4529.4,0.04,0.02,0.02,11.08,16.16,1,1237663782596378727,0.107996,43.2651,784831162374711296,0.2119,0.2631,0.53083,0.25311,1,0,37.8488,37.8488,588015507668336696,0.27982,196412368933093376,0.1901,784831162374711296,0.7091,1237663782596378727,132.527,10.33,0.0,0.058303551,9.38154507,8.85560798442,0.0583035514969,10.21,-99.0,-99.0,notineco,-99.0,-1.0,L,1019280000.0,0.0,0.0,0.0,0.0,0.032674,0.0,0.0079,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,1.0,0.0,-20.4821,0.0,0.0,11.8439,1,11.6449,1.0,0.0,1.0,10.3945,147.0,10.3795,0.0,0.0,0.0,0.0058499,0.0704468,10.37,1,0,1,0,00100,0,0000000,2.48783,2.61004,4.04538,3.39219,-20.5487,4.94974,0.723003,2.28055,1.0525,0.0,0.2622,0.0,0,10.235,21.8996,-1.1051,11.65,11.92,147,11.51,1,11.71,11.76,20090,4.31,11.26,1,4.82,1,10083,11.88,11.46,1,0,1.08115952292,0,1019280000.0,0.0,0.00563612,0.0,1019280000.0,0.0,1.0,1019280000.0,9.15442,1.0
rf0214,0.02,0.639624,0.03,0.01,0.29,0.06,14.27,0.11,-99.0,21.61,0.04,-0.54612008,0.05,0.26,0.16,0.15,21.9032846324,0.08,-99.0,14.69,7.74,17.05,15.16,16.34,0.919706,2.1185,0.01,13.98,16.0,0.91,0.28,19.69,0.45,0.02,3.45045,4.20175,2.25166,1.97158,9.29,-99.0,5681.6,-99.0,0.03,-18.29,2.86979,15.75,0.28,0.04,0.04,5681.6,0.54,0.37,0.04,14.16,18.32,1,1237666407378255975,0.381938,39.5437,449255533791176704,0.4864,0.31114,0.45431,0.30172,1,0,12.9239,31.8434,587731512070242401,0.834262,112531068355084288,0.7041,449255533791176704,0.3167,1237666407378255975,0.0,9.31,0.0,0.01429399,8.38812065,7.92483562865,0.0142939904546,9.17,-99.0,-99.0,notineco,-99.0,-2.0,L,132120000.0,0.0,0.0,0.0,0.0,0.10456,0.0,0.0342,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,1.0,0.0,-18.2869,0.0,0.0,11.2199,1,11.0719,1.0,0.0,1.0,9.2965,148.0,9.2805,0.0,0.0,0.0,0.00382869,0.111987,9.27,1,0,1,0,10000,0,0000000,2.0966,2.22413,3.41711,2.84422,-18.3414,4.16473,0.627886,1.9484,0.90362,0.0,0.2429,0.0,0,9.315,21.9032,-0.5462,11.06,11.06,148,12.7,1,12.87,12.54,20095,0.0,12.7,0,0.91,1,10088,11.25,12.87,0,2,0.582513519818,1,132120000.0,0.0,0.00089401,0.0,132120000.0,0.0,1.0,132120000.0,8.2671,1.0
rf0215,0.02,0.731157,0.03,0.01,0.11,0.07,11.15,0.12,10.96,19.41,0.05,-1.1393947,0.02,0.09,0.07,0.17,21.9292368538,0.09,0.04,12.03,8.91,14.55,12.46,13.8,1.07054,2.37694,-0.02,11.43,13.4,0.77,0.3,33.56,0.05,0.02,3.87827,4.79197,2.57187,2.23249,10.41,-99.0,5203.56,-99.0,0.02,-20.7,3.29064,13.13,0.31,0.04,0.07,5325.2,0.07,0.04,0.02,11.38,16.16,1,1237663782596378760,0.498756,29.1689,449248661843503104,0.6918,0.20242,0.20427,0.10106,1,0,31.51,42.1661,588015507668336710,0.803913,112531068250226688,0.4682,449248661843503104,0.5824,1237663782596378760,99.9093,10.45,0.0,0.077473345,9.75097084,9.0308234501,0.0774733447309,10.33,-99.0,-99.0,notineco,-99.0,1.5,E,1052870000.0,0.0,0.0,0.0,0.0,0.0504113,0.0,0.0569,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,4.0,0.168,-21.4228,13.3,225.97,12.0949,1,12.0639,1.0,0.171,6.0,10.6385,140.0,10.6155,12.49,89.4,12.16,0.0033056,0.0635841,10.41,1,0,1,0,10000,0,0000000,2.34809,2.53305,3.83189,3.25705,-20.7585,4.74084,0.715834,2.19963,1.04926,20.5679,0.2652,0.9111,0,10.435,21.8295,-1.05874,12.06,12.13,140,12.61,1,12.92,11.86,20089,1.19,12.47,0,0.0,1,10084,12.1,12.81,1,0,0.197958077003,0,1052870000.0,0.0,0.00498203,0.0,1052870000.0,0.0,1.0,1052870000.0,9.1685,1.0
rf0216,0.02,0.525661,0.03,0.01,0.05,0.06,12.98,0.12,13.02,18.8,0.05,-0.90468188,0.03,0.16,0.06,0.16,21.9330322776,0.08,0.18,13.89,4.48,15.99,14.22,15.41,0.792744,2.01711,0.04,12.92,15.1,0.93,0.28,11.48,0.11,0.02,3.27382,4.11324,2.04945,1.78237,9.61,-99.0,5659.8,-99.0,0.02,-19.23,2.85653,14.89,0.29,0.04,0.07,5704.1,0.03,0.11,0.02,13.25,17.32,1,1237657069546111052,0.15344,11.1609,449247287453968384,0.7746,0.26046,0.27773,0.13741,1,0,7.5546,11.5578,587731511533437015,0.933661,112531068229255168,0.9068,449247287453968384,0.3469,1237657069546111052,34.0785,9.73,0.0,0.24400501,9.18505955,8.27641354655,0.358676022185,9.47,-99.0,-99.0,notineco,-99.0,-2.5,L,134985000.0,0.0,0.0,0.0,0.0,0.00477626,0.0,0.005,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,2.0,0.0,-19.4638,0.0,0.0,11.4239,1,11.3279,1.0,0.0,2.0,9.7495,146.0,9.7355,0.0,0.0,0.0,0.110222,0.106615,9.63,0,0,1,0,00001,1,0000000,1.75174,1.72147,2.86043,2.54177,-19.4545,3.65046,0.402313,1.511,0.612783,19.5848,0.2494,0.0982,0,9.635,21.8892,-0.885452,11.32,11.44,146,12.94,1,12.94,11.81,20091,0.89,12.94,0,0.92,1,10087,11.93,12.94,0,0,0.135716492245,0,134985000.0,0.0,0.00120136,0.0,134985000.0,0.0,1.0,134985000.0,8.27641,0.0
rf0217,0.02,0.568754,0.03,0.01,0.23,0.06,14.67,0.12,-99.0,21.09,0.05,-0.50420076,0.04,2.06,0.22,0.16,21.9687961909,0.09,-99.0,-99.0,2.92,17.99,16.24,17.34,0.853716,2.10695,0.06,-99.0,17.03,0.73,0.28,7.94,-99.0,0.02,3.4243,4.27774,2.17106,1.8861,8.77,-99.0,5078.72,-99.0,0.02,-17.03,2.96039,16.8,0.29,0.04,0.15,5043.6,0.09,-99.0,0.02,15.21,19.25,1,1237666407378321513,0.760905,6.5257,449250860866758656,0.6117,0.21668,0.33916,0.21308,1,0,5.7334,197.41,587731512070307986,0.731703,112531068283781120,0.003,449250860866758656,0.6595,1237666407378321513,0.0,8.87,0.0,0.026666338,8.87547207,7.61545107039,0.0266663377463,8.63,-99.0,-99.0,notineco,-99.0,-999.0,E,73099800.0,0.0,0.0,0.0,0.0,0.00472737,0.0,0.0075,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,3.0,0.123,-18.4527,12.13,63.22,11.1899,0,11.1009,1.0,0.148,3.0,9.3255,145.0,9.2175,12.03,61.69,11.7,0.0983697,0.1145,8.77,0,0,0,0,00000,0,0000000,1.80463,1.8045,2.95823,2.59947,-17.2805,3.75306,0.430332,1.58393,0.6509,21.46,0.2515,0.2694,0,8.795,21.9302,-0.584264,11.09,11.4,145,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,0,0.214433112282,0,73099800.0,0.0,0.000823757,0.0,73099800.0,0.0,1.0,73099800.0,7.54271,1.0
rf0218,0.02,0.58827,0.03,0.01,0.27,0.07,14.51,0.12,13.62,21.25,0.05,-0.66912944,0.04,1.18,0.33,0.16,22.0078444651,0.09,0.58,-99.0,6.3,17.56,15.9,16.93,0.84672,2.04819,0.05,-99.0,16.61,0.66,0.29,15.05,-99.0,0.02,3.36053,4.14078,2.15906,1.90061,8.85,-99.0,5078.72,-99.0,0.02,-17.49,2.82844,16.42,0.3,0.04,0.06,5149.8,0.54,-99.0,0.02,14.98,18.83,1,1237663783133315152,0.127709,12.9744,784813020432852992,0.8882,0.27667,0.32841,0.21757,1,0,5.1009,18.2723,588015508205273156,0.653196,196412368656269312,0.6125,784813020432852992,0.2163,1237663783133315152,0.0,8.91,0.0,0.013157403,8.1557436,7.4830438384,0.013157402563,8.69,-99.0,-99.0,notineco,-99.0,1.0,L,40642800.0,0.0,0.0,0.0,0.0,0.0225557,0.0,0.0333,0.0,0,1,0.0,AO,0.0,0.0,0.0,0.0,3.0,0.123,-18.4527,12.13,63.22,11.1899,1,11.1009,1.0,0.148,3.0,9.3255,145.0,9.2175,12.03,61.69,11.7,0.0190314,0.360286,8.79,0,0,0,0,00000,0,0000000,1.96391,2.05337,3.22985,2.7291,-17.5895,3.99504,0.54608,1.81202,0.787432,22.3236,0.2571,1.5073,0,8.865,21.9302,-0.584264,11.09,11.4,145,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-9999.0,-10998,-9999.0,-10998,-10998,-9999.0,-9999.0,-10998,0,0.214433112282,0,40642800.0,0.0,0.000400468,0.0,40642800.0,0.0,1.0,40642800.0,7.75511,1.0
rf0219,0.02,0.72757,0.03,0.01,0.17,0.07,-99.0,0.12,11.47,19.88,0.05,-0.73828008,0.04,-99.0,0.11,0.16,22.0089874467,0.09,0.14,12.52,6.72,14.93,12.88,14.17,1.06491,2.36256,-0.01,12.15,13.76,0.95,0.29,30.82,0.4,0.02,3.85243,4.75251,2.55478,2.21744,10.33,-99.0,5784.5,-99.0,0.02,-20.5,3.26264,13.51,0.3,0.04,0.03,5784.5,0.2,0.05,0.02,11.74,16.52,1,1237663783133315077,0.946713,68.0135,449246187942340608,0.8331,0.30081,0.31678,0.26413,1,0,72.1504,171.654,588015508205273102,0.909301,112531068212477952,0.0957,449246187942340608,0.806,1237663783133315077,95.0474,10.37,0.0,0.064857076,9.98156929,8.83390573091,0.0648570759317,10.25,-99.0,-99.0,notineco,-99.0,-1.5,E,487279000.0,0.0,0.0,0.0,0.0,0.0510859,0.0,0.0469,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,1.0,0.0,-20.5028,0.0,0.0,11.8279,1,11.6549,1.0,0.0,1.0,10.3735,149.0,10.3605,0.0,0.0,0.0,0.00317256,0.061585,10.35,1,0,1,0,10000,0,0000000,2.335,2.51856,3.8089,3.23035,-20.559,4.70425,0.713057,2.18696,1.04466,0.0,0.2584,0.0,0,10.355,22.0089,-0.7383,11.66,11.85,149,12.94,1,12.94,11.81,20091,0.89,12.94,0,0.92,1,10087,11.93,12.94,0,0,0.989565569124,0,487279000.0,0.0,0.00385425,0.0,487279000.0,0.0,1.0,487279000.0,8.83391,0.0
rf0220,0.02,0.748434,0.03,0.01,0.06,0.07,12.32,0.13,12.44,20.85,0.05,-0.069265018,0.02,0.23,0.06,0.18,22.15606718,0.09,0.11,13.36,2.79,16.04,13.86,15.26,1.09929,2.47251,-0.03,12.54,14.87,0.68,0.31,8.94,0.27,0.02,4.04588,4.98026,2.67266,2.3218,9.97,-99.0,5773.7,-99.0,0.02,-19.42,3.40689,14.56,0.32,0.04,0.04,5773.7,0.08,0.04,0.02,12.74,17.75,1,1237657070619983916,0.544392,5.9016,449243714041178112,0.493,0.62482,0.67211,0.61613,1,0,4.0034,6.8418,587731512607244306,0.8183,112531068174729216,0.7111,449243714041178112,0.3538,1237657070619983916,127.624,10.03,0.0,0.036434417,10.13086224,8.52100829922,0.0364344170392,9.79,-99.0,-99.0,notineco,-99.0,-2.0,E,237072000.0,0.0,0.0,0.0,0.0,0.0707035,0.0,0.0322,0.0,0,1,0.0,GBT,0.0,0.0,0.0,0.0,1.0,0.0,-19.4169,0.0,0.0,11.5389,1,11.3149,1.0,0.0,1.0,9.9705,150.0,9.9565,0.0,0.0,0.0,0.0123637,0.093643,9.95,1,0,1,0,10000,0,0000000,2.34676,2.50933,3.84467,3.25852,-19.5497,4.75643,0.686905,2.18481,1.01142,22.0636,0.2779,0.7606,0,9.985,22.156,-0.0693,11.31,11.05,150,12.07,1,12.5,11.41,20092,1.44,12.07,0,1.35,1,10089,11.55,12.5,0,0,0.989565569124,0,237072000.0,0.0,0.00149025,0.0,237072000.0,0.0,1.0,237072000.0,8.52101,0.0
rf0221,0.02,0.71739,0.02,0.01,0.12,0.06,9.96,0.1,9.83,17.46,0.04,-0.94881507,0.02,0.02,0.02,0.14,22.2445476456,0.07,0.1,10.72,20.49,13.32,11.22,12.56,1.05962,2.37059,-0.07,10.05,12.15,0.66,0.25,62.06,0.04,0.02,3.87206,4.79166,2.56108,2.21886,10.99,-99.0,5625.0,-99.0,0.02,-22.04,3.2902,11.88,0.26,0.03,0.32,5625.0,0.02,0.07,0.02,10.2,14.71,1,1237657069546242361,0.919821,65.0604,449237116971411456,0.8112,0.44315,0.4743,0.44191,1,0,49.4631,49.4631,587731511533568042,0.66408,112531068074065920,0.2433,449237116971411456,0.9116,1237657069546242361,135.607,11.03,0.0,0.7528049,9.396245,9.31358420429,1.42796113949,10.93,-99.0,-99.0,notineco,-99.0,1.0,L,1470470000.0,0.115819,0.0,0.0,407.627,0.00542096,10.2202,0.0281,3.42246,0,0,0.0,GBT,146415000.0,0.0,448.816,-0.209357,1.0,0.0,-22.0436,0.0,0.0,12.6009,1,12.4609,1.0,0.0,1.0,10.9955,152.0,10.9925,0.0,0.0,0.0,0.0128976,0.0297153,10.99,1,0,1,0,11000,0,0000000,2.24932,2.37728,3.65684,3.15215,-22.1584,4.55967,0.651918,2.05945,0.969753,18.4354,0.2193,0.1202,0,11.005,22.2443,-0.949,12.47,12.17,152,13.01,1,13.1,12.51,20094,0.0,12.98,0,0.0,1,10091,12.59,13.08,0,1,0.557380545373,3,1470470000.0,1470470000.0,0.00197925,146415000.0,0.0,146415000.0,0.0,1470470000.0,9.31358,0.0
